url,status_code,agriculture,disease,dna,weather
https://whatsthebigdata.com/2017/09/08/arvr-startups-based-in-israel/,200,0,0,0,0
https://whatsthebigdata.com/tag/tim-berners-lee/,200,0,0,0,0
https://whatsthebigdata.com/tag/zenith-media/,200,0,0,0,0
https://whatsthebigdata.com/2016/12/08/u-s-urban-vs-rural-population/,200,0,0,0,0
https://whatsthebigdata.com/2014/07/23/jeanne-ross-on-why-you-may-not-need-big-data-video/,200,0,0,0,0
https://whatsthebigdata.com/2017/06/26/the-ai-and-automation-buzz/,200,0,0,0,0
https://whatsthebigdata.com/2013/09/23/strata-rx-2013-big-data-in-healthcare-video/,200,0,52,0,0
https://whatsthebigdata.com/2015/03/09/big-data-and-healthcare-infographic/,200,0,74,3,0
https://whatsthebigdata.com/2017/01/08/pressed-data-best-of-2016/,200,0,6,0,0
https://whatsthebigdata.com/category/digitization/page/2/,200,0,0,0,0
https://whatsthebigdata.com/tag/juniper-research/,200,0,13,0,0
https://whatsthebigdata.com/2014/09/14/big-data-and-intuition-status-update/,200,0,0,0,0
https://whatsthebigdata.com/2017/05/22/hyper-job-growth-for-data-science-and-analytics/,200,0,0,0,0
https://whatsthebigdata.com/2015/10/20/here-they-come-full-of-statistics-data-tools-from-14-u-s-federal-agencies-video/,200,0,0,0,0
https://whatsthebigdata.com/tag/the-economist/,200,0,0,0,0
https://whatsthebigdata.com/tag/qualcomm/,200,0,0,0,0
https://whatsthebigdata.com/2017/07/28/digital-disruption-5-top-technologies/,200,0,0,0,0
https://whatsthebigdata.com/2016/04/29/60-fastest-growing-and-declining-occupations/,200,0,0,0,0
https://whatsthebigdata.com/2017/06/19/ai-in-cybersecurity-startups-landscape/,200,0,0,2,0
https://whatsthebigdata.com/2014/04/16/great-introduction-to-hadoop-video/,200,0,0,0,0
https://whatsthebigdata.com/2017/04/14/what-americans-know-about-cybersecurity/,200,0,0,0,0
https://whatsthebigdata.com/tag/apple-watch/,200,0,14,0,0
https://whatsthebigdata.com/2016/09/02/startups-disrupting-healthcare-with-ai-and-machine-learning/,200,0,74,0,0
https://whatsthebigdata.com/tag/aws/,200,0,0,0,0
